function_id,module,submodule,function_name,purpose,caller_or_trigger,input_field,input_type,input_required,input_source,preconditions,authorization_action,qualification_requirement,sod_requirement,signature_requirement,processing_rules,db_reads,db_writes,transaction_boundary,return_type,return_fields,emitted_events,consumed_events,external_dependencies,idempotency,concurrency,error_codes,audit_events,security_events,configuration,test_ids,validation_requirement_ids,source_document,source_requirement_ids,derivation
FN-0351,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,unsubscribe(),Deletes monitored items/subscription,Config change/shutdown,subscription_id,"see contract schema (contracts/openapi, contracts/events)",per source contract,Config change/shutdown,Subscription exists,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Deletes monitored items/subscription,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Deletes monitored items/subscription,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),void,void,SubscriptionRemoved,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),SubscriptionRemoved,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0352,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,browse(),Browses metadata only,Engineering mapping UI,root/node; filters; continuation,"see contract schema (contracts/openapi, contracts/events)",per source contract,Engineering mapping UI,Engineering permission; non-production or approved commissioning mode,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Browses metadata only,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Browses metadata only,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),BrowseResult[],BrowseResult[],BROWSE_DENIED/BROWSE_FAILED,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),BROWSE_DENIED/BROWSE_FAILED,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0353,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,write(),Executes protocol-specific write; read-back verification if profile requires,Approved machine command only,SourceAddress; typed value; command context,"see contract schema (contracts/openapi, contracts/events)",per source contract,Approved machine command only,Driver writable + runtime command policy + interlock authorized,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Executes protocol-specific write; read-back verification if profile requires,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Executes protocol-specific write; read-back verification if profile requires,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),DriverWriteReceipt,DriverWriteReceipt,WRITE_DISABLED/WRITE_FAILED/READBACK_MISMATCH,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),WRITE_DISABLED/WRITE_FAILED/READBACK_MISMATCH,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0354,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,healthCheck(),Checks connection/session latency/native status,Periodic supervisor,session_id,"see contract schema (contracts/openapi, contracts/events)",per source contract,Periodic supervisor,Driver instantiated,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Checks connection/session latency/native status,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Checks connection/session latency/native status,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),DriverHealth,DriverHealth,DriverHealthChanged,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),DriverHealthChanged,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0355,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,decodePayload(),Validates and decodes deterministic payload,MQTT/custom message callback,bytes; decoder_version; content_type,"see contract schema (contracts/openapi, contracts/events)",per source contract,MQTT/custom message callback,Decoder released for source,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Validates and decodes deterministic payload,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Validates and decodes deterministic payload,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),DecodedFields,DecodedFields,PAYLOAD_SCHEMA_INVALID,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),PAYLOAD_SCHEMA_INVALID,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0356,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,mapNativeQuality(),"Maps native quality to canonical quality, retaining raw native code",Driver read/subscription,native status/error,"see contract schema (contracts/openapi, contracts/events)",per source contract,Driver read/subscription,Mapping table released,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,"Maps native quality to canonical quality, retaining raw native code",authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),"Maps native quality to canonical quality, retaining raw native code",single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),CanonicalQuality,CanonicalQuality,QUALITY_MAPPING_UNKNOWN,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),QUALITY_MAPPING_UNKNOWN,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0357,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,reconnect(),Creates new session; re-establishes subscriptions; emits gap boundary,Supervisor after disconnect,connector_id; previous state,"see contract schema (contracts/openapi, contracts/events)",per source contract,Supervisor after disconnect,Backoff elapsed,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Creates new session; re-establishes subscriptions; emits gap boundary,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Creates new session; re-establishes subscriptions; emits gap boundary,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ReconnectResult,ReconnectResult,DriverReconnected/RECONNECT_FAILED,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),DriverReconnected/RECONNECT_FAILED,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0358,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,testMapping(),"Reads source, runs decoder/conversion, returns preview only",Engineering UI,mapping draft; one-shot source request,"see contract schema (contracts/openapi, contracts/events)",per source contract,Engineering UI,Authorized engineer; no production commit,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,"Reads source, runs decoder/conversion, returns preview only",authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),"Reads source, runs decoder/conversion, returns preview only",single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),MappingPreview,MappingPreview,MAPPING_TEST_FAILED,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),MAPPING_TEST_FAILED,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,connect/auth failure;malformed configuration;read timeout;reconnect;bad native quality;mapping conversion,Doc 80/81 trace for SPEC-EDGE-002,Document 44,DRV-FR-001;DRV-FR-002;DRV-FR-003;DRV-FR-004;DRV-FR-005;DRV-FR-006;DRV-FR-007;DRV-FR-008;DRV-FR-009;DRV-FR-010;DRV-FR-011;DRV-FR-012;DRV-FR-013;DRV-FR-014;DRV-FR-015;DRV-FR-016;DRV-FR-017;DRV-FR-018;DRV-FR-019;DRV-FR-020;DRV-FR-021;DRV-FR-022;DRV-FR-023;DRV-FR-024;DRV-FR-025,source function/service contract table
FN-0359,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",appendEnvelope(),BEGIN IMMEDIATE; insert outbox+hash+sequence; COMMIT,Edge ingestion,envelope,"see contract schema (contracts/openapi, contracts/events)",per source contract,Edge ingestion,event_id unique; storage healthy,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,BEGIN IMMEDIATE; insert outbox+hash+sequence; COMMIT,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),BEGIN IMMEDIATE; insert outbox+hash+sequence; COMMIT,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),BufferedEnvelopeRef,BufferedEnvelopeRef,BUFFER_DUPLICATE/BUFFER_STORAGE_FAILURE,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),BUFFER_DUPLICATE/BUFFER_STORAGE_FAILURE,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0360,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",selectForwardBatch(),Selects earliest retry-eligible PENDING items ordered by sequence; marks IN_FLIGHT with attempt,Forwarder,max_count; max_bytes; now,"see contract schema (contracts/openapi, contracts/events)",per source contract,Forwarder,No current send lock or safe concurrent selector,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Selects earliest retry-eligible PENDING items ordered by sequence; marks IN_FLIGHT with attempt,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Selects earliest retry-eligible PENDING items ordered by sequence; marks IN_FLIGHT with attempt,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ForwardBatch,ForwardBatch,none,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),none,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0361,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",sendBatch(),Serializes/compresses transport; sends; stores attempt metadata,Forwarder,ForwardBatch,"see contract schema (contracts/openapi, contracts/events)",per source contract,Forwarder,Upstream auth and network available,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Serializes/compresses transport; sends; stores attempt metadata,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Serializes/compresses transport; sends; stores attempt metadata,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ServerBatchAck,ServerBatchAck,UPSTREAM_UNAVAILABLE/TIMEOUT,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),UPSTREAM_UNAVAILABLE/TIMEOUT,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0362,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",applyAck(),Updates accepted/duplicate to ACKED; rejects to REJECTED_REVIEW; detects hash conflict,Forwarder,ServerBatchAck,"see contract schema (contracts/openapi, contracts/events)",per source contract,Forwarder,Ack gateway ID valid; event IDs exist,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Updates accepted/duplicate to ACKED; rejects to REJECTED_REVIEW; detects hash conflict,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Updates accepted/duplicate to ACKED; rejects to REJECTED_REVIEW; detects hash conflict,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),AckApplyResult,AckApplyResult,DELIVERY_ACKED/PAYLOAD_CONFLICT,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),DELIVERY_ACKED/PAYLOAD_CONFLICT,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0363,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",recoverInFlight(),Moves stale IN_FLIGHT without ack back to PENDING preserving attempt count,Startup,recovery_cutoff,"see contract schema (contracts/openapi, contracts/events)",per source contract,Startup,DB integrity valid,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Moves stale IN_FLIGHT without ack back to PENDING preserving attempt count,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Moves stale IN_FLIGHT without ack back to PENDING preserving attempt count,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),RecoveryResult,RecoveryResult,BufferRecovered,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),BufferRecovered,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0364,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",computeDiskPressure(),Computes NORMAL/WARN/CRITICAL/EMERGENCY,Health timer,filesystem stats; policy thresholds,"see contract schema (contracts/openapi, contracts/events)",per source contract,Health timer,Policy loaded,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Computes NORMAL/WARN/CRITICAL/EMERGENCY,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Computes NORMAL/WARN/CRITICAL/EMERGENCY,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),DiskPressureStatus,DiskPressureStatus,DiskPressureChanged,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),DiskPressureChanged,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0365,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",purgeAcked(),Deletes eligible rows/files after evidence reference checks,Retention job,retention_cutoff; max_rows,"see contract schema (contracts/openapi, contracts/events)",per source contract,Retention job,Only ACKED/PURGE_ELIGIBLE,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Deletes eligible rows/files after evidence reference checks,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Deletes eligible rows/files after evidence reference checks,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),PurgeResult,PurgeResult,PURGE_BLOCKED_UNACKED,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),PURGE_BLOCKED_UNACKED,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0366,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",verifyBufferIntegrity(),Recomputes hashes and sequence continuity,Scheduled/support,range/time window,"see contract schema (contracts/openapi, contracts/events)",per source contract,Scheduled/support,Storage readable,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Recomputes hashes and sequence continuity,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Recomputes hashes and sequence continuity,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),IntegrityReport,IntegrityReport,BUFFER_HASH_MISMATCH/SEQUENCE_GAP,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),BUFFER_HASH_MISMATCH/SEQUENCE_GAP,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
FN-0367,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",replayRejected(),Creates replay attempt of same event or controlled corrected mapping path without mutating original,Integration Admin,event_id; reason; approved mapping/config context,"see contract schema (contracts/openapi, contracts/events)",per source contract,Integration Admin,Authorized; exact payload retained,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Creates replay attempt of same event or controlled corrected mapping path without mutating original,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Creates replay attempt of same event or controlled corrected mapping path without mutating original,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ReplayReceipt,ReplayReceipt,EdgeReplayRequested,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),EdgeReplayRequested,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,,Doc 80/81 trace for SPEC-EDGE-003,Document 45,BUF-FR-001;BUF-FR-002;BUF-FR-003;BUF-FR-004;BUF-FR-005;BUF-FR-006;BUF-FR-007;BUF-FR-008;BUF-FR-009;BUF-FR-010;BUF-FR-011;BUF-FR-012;BUF-FR-013;BUF-FR-014;BUF-FR-015;BUF-FR-016;BUF-FR-017;BUF-FR-018;BUF-FR-019;BUF-FR-020;BUF-FR-021;BUF-FR-022;BUF-FR-023;BUF-FR-024;BUF-FR-025;BUF-FR-026;BUF-FR-027;BUF-FR-028;BUF-FR-029;BUF-FR-030,source function/service contract table
