trace_id,capability_id,requirement_id,requirement_name,document,spec_id,module,work_package,code_location,authoritative_store,entities,api_operations,events,ui_surfaces,error_codes,risk_class,signature_relevant,test_case_ids,test_case_count,qualification_stage,evidence_location,prompt_file,build_stage,verification_state,validation_state,gap_reference,source_file
TR-00269,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-015,Step validation,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start; POST /batches/v1/{batch_id}/steps/{step_id}/results; POST /batches/v1/{batch_id}/steps/{step_id}/evidence-links; POST /batches/v1/{batch_id}/steps/{step_id}/complete,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded; StepEvidenceLinked; StepCompleted,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,PARAMETER_REQUIRED; VALIDATION_FAILED,HIGHER-PROCESS-RISK,yes,TC-011-015-01; TC-011-015-02; TC-011-015-03; TC-011-015-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,"SG-047 partial resolution 2026-09-09 -- required-parameter presence check built (PARAMETER_REQUIRED). SG-048 #015 partial resolution 2026-09-14 -- required-evidence-count sub-check built (VALIDATION_FAILED, no dedicated named error code exists in Document 11 Section 7 for this failure mode); calculations/QC/materials sub-checks stay SG-048.",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00270,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-016,Step signature,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-016-01; TC-011-016-02; TC-011-016-03; TC-011-016-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,"SG-047 partial resolution 2026-09-09 -- batch_step/complete signed per Document 106 row 19 (Performed, no independence -- independent verification modelled as a dedicated recipe step instead).",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00271,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-017,Independent verification,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-017-01,1,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-047,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00272,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-018,Timer,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-018-01; TC-011-018-02,2,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00273,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-019,Pause/resume,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-019-01; TC-011-019-02,2,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,Pause/resume state transition + reason-in-audit is verified; resume-time resource revalidation is not built -- SG-048.,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00274,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-020,Batch hold,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-020-01; TC-011-020-02; TC-011-020-03,3,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,"SG-047/SG-048 further partial resolution 2026-09-09 -- step-scoped gxp_batch_hold slice built (StepHold, migration a6d525b2d585_0093), signed hold/resume per Document 106 row 14/17's shapes; the entity's full generality (arbitrary scope, quality-event linkage) stays open.",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00275,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-021,Exception generation,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-021-01; TC-011-021-02; TC-011-021-03,3,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00276,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-022,Conditional branch,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-022-01; TC-011-022-02; TC-011-022-03,3,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00277,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-023,Step correction,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold; gxp_step_result_correction,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start; POST /batches/v1/{batch_id}/steps/{step_id}/results/{result_id}/signature-challenges; POST /batches/v1/{batch_id}/steps/{step_id}/correct; POST /batches/v1/{batch_id}/steps/{step_id}/corrections/{correction_id}/approve,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded; StepResultCorrected,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,INVALID_TRANSITION; MISSING_SIGNATURE,HIGHER-PROCESS-RISK,yes,TC-011-023-01; TC-011-023-02; TC-011-023-03; TC-011-023-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,"SG-048 #023 partial resolution 2026-09-14 -- 2-signature request/approve correction ceremony built (migration 12233c9ad8df_0104), mirroring qc.commands.request_result_correction/approve_result_correction (Document 106 row 57's identical shape). TC-011-023-03 (signature bound to a superseded version) not yet exercised.",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00278,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-024,Rework/reprocess,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-024-01; TC-011-024-02; TC-011-024-03; TC-011-024-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00279,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-025,Shift handover,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold; gxp_step_handover,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start; POST /batches/v1/{batch_id}/steps/{step_id}/handover,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded; StepHandedOver,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,INVALID_TRANSITION,HIGHER-PROCESS-RISK,yes,TC-011-025-01; TC-011-025-02; TC-011-025-03,3,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,"SG-048 #025 partial resolution 2026-09-14, project-owner-directed (build unsigned/RBAC-gated interim scope, same precedent StepEvidenceLink already established) -- new gxp_step_handover table (migration 164abb1a20dc_0108). No Document 106 policy row exists for this action; TC-011-025-02/03 (which assume a signature) are N/A pending a real Document 106 addendum, not built this pass.",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00280,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-026,Production completion,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-026-01; TC-011-026-02; TC-011-026-03; TC-011-026-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,"SG-048 #026 partial resolution 2026-09-09 -- steps-completeness sub-clause only: gxp_batch.state gains production_complete once every gxp_batch_step is complete, signed per Document 106 row 16; yield/reconciliation sub-clause (Document 17) not checked.",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00281,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-027,QA review handoff,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-027-01; TC-011-027-02,2,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00282,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-028,Temporal orchestration,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-028-01; TC-011-028-02,2,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00283,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-029,Restart/recovery,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-029-01; TC-011-029-02,2,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,IN_PROGRESS,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00284,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-030,Integration outage,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-030-01; TC-011-030-02; TC-011-030-03; TC-011-030-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00285,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-031,Batch abort/cancel,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-031-01; TC-011-031-02; TC-011-031-03; TC-011-031-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,Abort state transition + data retention is verified; material/equipment impact accounting is not built -- SG-048.,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00286,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-032,Unit/serial scope,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,no,TC-011-032-01,1,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-048,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00287,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-033,Late data,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,,HIGHER-PROCESS-RISK,yes,TC-011-033-01; TC-011-033-02; TC-011-033-03; TC-011-033-04,4,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-047,Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
TR-00288,C-030; C-031; C-033; MD-004; PH-002; PH-027,BAT-FR-034,Execution comments,Document 11,SPEC-EBMR-002,SPEC-EBMR-002,WP-02,services/gxp-api/app/modules/batch_execution,"PostgreSQL (GxP Core, authoritative)",gxp_batch; gxp_batch_step; gxp_step_result; gxp_step_evidence_link; gxp_batch_hold; gxp_step_comment,POST /batches/v1; GET /batches/v1; GET /batches/v1/{batch_id}; POST /batches/v1/{batch_id}/issue; GET /batches/v1/{batch_id}/execution-view; POST /batches/v1/{batch_id}/start; POST /batches/v1/{batch_id}/hold; POST /batches/v1/{batch_id}/resume; POST /batches/v1/{batch_id}/abort; POST /batches/v1/{batch_id}/steps/{step_id}/start; POST /batches/v1/{batch_id}/steps/{step_id}/comments,BatchCreated; BatchIssued; BatchStarted; BatchHeld; BatchResumed; StepReady; StepStarted; StepResultRecorded; StepCommentAdded,batch header;; current section/step;; instruction;; required materials/equipment;; input controls;,VALIDATION_FAILED,HIGHER-PROCESS-RISK,no,TC-011-034-01,1,OQ,validation/evidence/oq/SPEC-EBMR-002/,prompts/WP-02/11_SPEC-EBMR-002.md,IN_DEVELOPMENT,VERIFIED,NOT_VALIDATED,"SG-048 #034 partial resolution 2026-09-14 -- new append-only gxp_step_comment table (migration c5ab6dc91f35_0107), same shape as gxp_step_result/gxp_step_evidence_link. Corrections to comments preserve history if regulated is not built -- no correction chain for a comment itself, same narrower-than-full-generality scope SG-047's own StepEvidenceLink already accepted.",Document_11_Batch_Execution_Engine_State_Machine_v1_0_IMPLEMENTATION_READY.md
