requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
RBE-FR-030,14,SPEC-EBMR-005,Review-by-Exception & QA Review Specification,WP-03,services/gxp-api/src/modules/ebmr,Review record retention,Review comments/checklists/signatures retained with batch record.,Long-term evidence.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_14_Review_by_Exception_QA_Review_v1_0_IMPLEMENTATION_READY.md
REL-FR-001,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release scope,Define release/disposition object for exact product/batch/device lot/serial/combination scope.,Decision target unambiguous.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-002,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Separate DDCP final release,Drug/device constituent acceptance/release are prerequisites but never automatically equal final combination-product release.,Final DDCP authority separate.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-003,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Eligibility evaluation,"Evaluate released rule set against manufacturing completeness, QA review, QC, QMS, materials, equipment, environment, packaging, genealogy, yield/reconciliation and signatures.",No manual checklist-only release.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-004,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Blocker model,"Return machine-readable blockers with severity, source record and resolution action.",User knows exact reason.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-005,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Warning model,Warnings may require acknowledgement/comment but cannot be used to downgrade mandatory blocker without controlled rule/change.,No ad hoc bypass.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-006,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,QA authority,Only authorized current QA Release signer(s) may execute final release/disposition.,Authority controlled.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-007,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Step-up signature,Final release/reject/disposition uses Document 04 signature bound to exact release package/version/hash.,Exact decision signed.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-008,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Re-evaluation before commit,"Immediately before release commit, recheck batch version, eligibility rules, open blockers and signature validity.",No stale green status.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-009,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release snapshot,"Commit immutable release package containing exact decision inputs, rule versions, review package, signatures, batch/record hash and genealogy completeness status.",Historical release reproducible.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-010,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release states,"Draft Evaluation, Eligible, Blocked, Pending Signature, Released, Rejected, Hold, Rework, Reprocess, Destruction, Return/Other configured disposition.",Explicit disposition.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-011,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Hold disposition,Quality can place release hold with reason and signature; release eligibility may continue updating but product cannot distribute.,Hold enforced.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-012,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Reject,"Reject decision records reason, affected scope, inventory status and downstream disposition requirement.",Rejected product controlled.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-013,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Rework/reprocess,Disposition links to approved route; original release scope remains unreleased until new execution/review complete.,No shortcut.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-014,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Destruction,Disposition can require destruction workflow/evidence/witness before closure.,Material/product accounted.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-015,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Partial release,Only supported when product/profile explicitly allows defined sub-lot/serial scope with independent genealogy/QC/reconciliation; default disabled.,No accidental partial release.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-016,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Serial release,Device units may inherit lot release only when profile/rules permit and all unit exceptions are resolved.,High-volume support.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-017,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Expiry/retest/status,"Evaluate expiration, stability/release test and relevant constituent status rules.",Expired/ineligible product cannot release.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-018,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Open QMS events,Evaluate deviations/OOS/OOT/NCR/CAPA dependencies according to released profile; unresolved critical event blocks.,Quality integrated.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-019,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Material status,All consumed critical material lots must have acceptable use status or approved deviation captured.,Traceable.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-020,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Equipment status at use,Eligibility considers equipment status at operation time and unresolved equipment-impact events.,Historical correctness.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-021,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Sterile/environment,Applicable sterile/environmental release evidence and excursion dispositions required.,Aseptic product support.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-022,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Packaging/label,"Packaging completion, label correctness and reconciliation required where applicable.",Final product correctly labeled.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-023,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Genealogy,Required material/constituent/serial/package genealogy completeness required.,Recall-ready.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-024,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Yield/reconciliation,Configured yield/material/label reconciliation within limits or resolved investigation required.,Numerical closure.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-025,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Review package,QA review must be current/not invalidated and signed when required.,Review not stale.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-026,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release correction,"Release decision itself cannot be edited; if later found erroneous, create controlled post-release quality/field-action path, not overwrite history.",Release history immutable.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-027,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Distribution integration,"After release, emit event to ERP/WMS; integration failure does not undo release but prevents/flags downstream availability according to interface policy.",System boundaries clear.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-028,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release certificate/export,"Generate release summary/certificate if configured, with signer, time, product/batch, decision and source package hash.",Customer evidence.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-029,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release audit,"Audit eligibility evaluation, blockers, acknowledgements, signature and final decision.",Inspection-ready.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-030,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Bulk release,"Batching multiple independent release scopes into one UI action may be allowed, but each scope gets independent eligibility/signature binding/decision record.",No one signature ambiguously covers unknown scope.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-031,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Revoke availability,Post-release hold/recall is a new controlled status/action; released historical decision remains intact.,No history rewrite.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
REL-FR-032,15,SPEC-EBMR-006,Release / Disposition Engine Specification,WP-03,services/gxp-api/src/modules/ebmr,Release SLA metrics,Track review/release cycle time and blocker aging without influencing regulatory decision.,Operational analytics.,3. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_15_Release_Disposition_Engine_v1_0_IMPLEMENTATION_READY.md
PKG-FR-001,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging configuration,Use released packaging configuration tied to product/version and packaging level.,Correct materials/process.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-002,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging material eligibility,"Verify packaging components/material lots are released, correct, unexpired and approved for product.",Wrong packaging blocked.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-003,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Label master/version,Reference exact released label/artwork/template version and approved variable-data schema.,No latest-label ambiguity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-004,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Label issuance,"Issue controlled quantity/range/job with product/batch/lot/serial scope, label version, operator/system source and time.",Strict issuance trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-005,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Label examination,"Before use/release, verify identity/conformity and required fields; device profiles include applicable UDI, expiration/storage/handling instructions.",Pre-use correctness.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-006,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Print integration,"Integrate label printer/label management system through adapter; each print job has immutable ID, template version, variable data hash and printer source.",Printed label reproducible.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-007,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Reprint,"Reprint requires reason, authorization and controlled reprint counter/status; original/reprint history retained.",No uncontrolled duplicate labels.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-008,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Serialization,Where required allocate/consume serials/UDI PI values and prevent duplicate assignment.,Unique units.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-009,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Line clearance,Require packaging line clearance before start/changeover and capture prior-product/material/label clearance checklist.,Mix-up prevention.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-010,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging execution,"Record packaging line/equipment, start/end, operators, materials, quantities, inspections and interruptions.",Complete packaging history.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-011,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Label application verification,Verify applied label matches product/batch/serial/package; barcode/vision scan preferred where available.,Wrong label detected.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-012,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging inspection,Capture visual/automated inspection results and defect/reject code.,Acceptance evidence.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-013,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Label reconciliation,"Reconcile issued, used, returned, destroyed, rejected and unused label quantities according to released policy.",Discrepancies surfaced.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-014,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Reconciliation waiver/profile,Only apply allowed reconciliation exceptions/waivers when specifically configured under applicable rule/profile and alternate examination evidence exists.,No broad waiver.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-015,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Excess controlled label destruction,"Record destruction of excess lot/control-number labels with quantity, reason and witness/authority where required.",No uncontrolled surplus.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-016,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Returned label control,Returned labels maintain identity/status/location to prevent mix-ups.,Reusable stock controlled.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-017,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging reconciliation,"Reconcile packaging component quantities and finished pack counts, rejects, samples and destruction.",Material balance.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-018,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Package hierarchy,Create unit→carton→shipper/pallet hierarchy and genealogy where applicable.,Distribution trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-019,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Aggregation correction,Wrong aggregation relationship corrected through controlled event preserving original.,Serialization history.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-020,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Tamper-evident profile,Where applicable support tamper-evident packaging checks/evidence through product profile.,Profile-specific compliance.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-021,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Expiration,Print/capture expiration from released rule/product data; operator cannot free-type controlled expiry unless allowed workflow.,Dating controlled.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-022,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,UDI,Device/DDCP label execution supports exact DI/PI construction/source and records UDI by device/lot as applicable.,Current device requirement support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-023,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Artwork/spec evidence,Packaging record references approved artwork/specification/version and sample/specimen or image/evidence where configured.,Historical label evidence.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-024,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging hold,Line or batch packaging can be held for label/material/equipment/quality issue.,Stop mix-up.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-025,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Changeover,Controlled end/start between product/batch/label versions includes clearance and reconciliation closure.,Safe transition.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-026,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Rejected packages,"Track rejected units/packages, defect reason, rework/scrap disposition and serial status.",No ghost product.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-027,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Samples,Account for retained/QC/inspection samples in packaging reconciliation where applicable.,Quantity balance.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-028,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Final packaging completion,"Cannot complete packaging stage until required inspections, line clearance closure and reconciliations are acceptable/resolved.",Release blocker.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-029,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,ERP/WMS posting,Post packaged finished quantity/status/reference after GxP commit using adapter and idempotency.,Financial/warehouse sync.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-030,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Audit/export,"Packaging/label history appears in batch/device record export, including issuance, reprints, reconciliation and inspections.",Inspection-ready.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-031,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Electronic record correction,"Incorrect captured label/packaging data uses controlled correction, never direct edit.",Data integrity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
PKG-FR-032,16,SPEC-EBMR-007,"Packaging, Labeling & Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Printer/device identity,"Printer, scanner, vision system and applicator sources are registered/attributable where automated evidence is used.",Source trusted.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_16_Packaging_Labeling_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-001,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Theoretical yield definition,Recipe/product defines theoretical yield or measure at appropriate manufacturing phases using released calculation/rule versions.,Expected output controlled.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
